"company_name","bloom_field","bloom_postings","total","cum_postings","cum_share","n_companies","company_index","company_share"
"institute of molecular and clinical ophthalmology basel basel, bs","Machine Learning AI",1,34632,32373,0.985959675945666,2578,2117,0.821179208688906
"institute of neuroinformatics ethuzh and neurosurgery department usz","Machine Learning AI",1,34632,32374,0.985990132180057,2578,2118,0.821567106283941
"integra biosciences","Cloud computing",1,68768,62497,0.988172978101036,4399,3651,0.829961354853376
"intelligence security analyst bei proton technologies","Cloud computing",1,68768,62498,0.988188789627639,4399,3652,0.830188679245283
"inter ikea group","Virtual Reality",1,4164,3962,0.978996787744008,453,368,0.812362030905077
"interdiscount","Cloud computing",1,68768,62499,0.988204601154241,4399,3653,0.83041600363719
"interdiscount / microspot.ch","Cloud computing",1,68768,62500,0.988220412680844,4399,3654,0.830643328029098
"interdiscount/microspot.ch - division der coop","Cloud computing",1,68768,62501,0.988236224207447,4399,3655,0.830870652421005
"interhyve sarl","Smart devices",1,24824,22359,0.977100904601669,2641,2117,0.801590306702007
"interima","3d printing",1,2181,2048,0.972459639126306,335,277,0.826865671641791
"intern (fmd)  junior demand management executive bei sap emea inside sales sl","Cloud computing",1,68768,62502,0.98825203573405,4399,3656,0.831097976812912
"intern (fmd)  junior demand management executive hos sap emea inside sales sl","Cloud computing",1,68768,62503,0.988267847260653,4399,3657,0.831325301204819
"intern cybersecurity awareness (mfx) bei hilti","Machine Learning AI",1,34632,32375,0.986020588414448,2578,2119,0.821955003878976
"intern cybersecurity awareness (mfx) hos hilti","Machine Learning AI",1,34632,32376,0.98605104464884,2578,2120,0.822342901474011
"international business machines","Machine Learning AI",1,34632,32377,0.986081500883231,2578,2121,0.822730799069046
"international committee of the red cross - icrc","Virtual Reality",1,4164,3963,0.979243884358784,453,369,0.814569536423841
"international labour organization","Machine Learning AI",1,34632,32378,0.986111957117622,2578,2122,0.823118696664081
"international labour organization","Virtual Reality",1,4164,3964,0.979490980973561,453,370,0.816777041942605
"international olympic committee","Smart devices",1,24824,22360,0.977144605165407,2641,2118,0.801968951154866
"international service group","Machine Learning AI",1,34632,32379,0.986142413352013,2578,2123,0.823506594259116
"international telecommunication union (itu)","Smart devices",1,24824,22361,0.977188305729144,2641,2119,0.802347595607724
"international trade center intracen","Machine Learning AI",1,34632,32380,0.986172869586404,2578,2124,0.823894491854151
"international union for conservation of nature","Cloud computing",1,68768,62504,0.988283658787256,4399,3658,0.831552625596726
"international union for conservation of nature","Smart devices",1,24824,22362,0.977232006292881,2641,2120,0.802726240060583
"internetworking ag","Cloud computing",1,68768,62505,0.988299470313859,4399,3659,0.831779949988634
"internship / master thesis – bioprocess development biologicals bei boehringer ingelheim","Machine Learning AI",1,34632,32381,0.986203325820796,2578,2125,0.824282389449185
"intersim","Cloud computing",1,68768,62506,0.988315281840462,4399,3660,0.832007274380541
"intersim ag","Cloud computing",1,68768,62507,0.988331093367065,4399,3661,0.832234598772448
"intralinks, inc","Cloud computing",1,68768,62508,0.988346904893667,4399,3662,0.832461923164356
"intuitive 166 bewertungen aubonne, vd","Machine Learning AI",1,34632,32382,0.986233782055187,2578,2126,0.82467028704422
"intuitive surgical","Machine Learning AI",1,34632,32383,0.986264238289578,2578,2127,0.825058184639255
"intuitive surgical","Smart devices",1,24824,22363,0.977275706856618,2641,2121,0.803104884513442
"inventsys ag","Cloud computing",1,68768,62509,0.98836271642027,4399,3663,0.832689247556263
"inventy","Cloud computing",1,68768,62510,0.988378527946873,4399,3664,0.83291657194817
"investcloud","Cloud computing",1,68768,62511,0.988394339473476,4399,3665,0.833143896340077
"investcloud","Machine Learning AI",1,34632,32384,0.986294694523969,2578,2128,0.82544608223429
"investcloud","Smart devices",1,24824,22364,0.977319407420356,2641,2122,0.803483528966301
"investglass","Cloud computing",1,68768,62512,0.988410151000079,4399,3666,0.833371220731985
"investiere | verve capital partners ag","Cloud computing",1,68768,62513,0.988425962526682,4399,3667,0.833598545123892
"inxmail gmbh","Cloud computing",1,68768,62514,0.988441774053285,4399,3668,0.833825869515799
"inyova","Cloud computing",1,68768,62515,0.988457585579888,4399,3669,0.834053193907706
"iom","Smart devices",1,24824,22365,0.977363107984093,2641,2123,0.803862173419159
"iom - un migration","Smart devices",1,24824,22366,0.97740680854783,2641,2124,0.804240817872018
"ion","Machine Learning AI",1,34632,32385,0.98632515075836,2578,2129,0.825833979829325
"ion","Smart devices",1,24824,22367,0.977450509111568,2641,2125,0.804619462324877
"ion (ai) hos lonza","Machine Learning AI",1,34632,32386,0.986355606992751,2578,2130,0.82622187742436
"ion bei swisscom","Machine Learning AI",1,34632,32387,0.986386063227143,2578,2131,0.826609775019395
"ion bei total","Cloud computing",1,68768,62516,0.988473397106491,4399,3670,0.834280518299614
"ion bei total","Machine Learning AI",1,34632,32388,0.986416519461534,2578,2132,0.82699767261443
"ion engineer bei lonza","Cloud computing",1,68768,62517,0.988489208633094,4399,3671,0.834507842691521
"ion engineer bei lonza","Virtual Reality",1,4164,3965,0.979738077588337,453,371,0.818984547461369
"ion engineer bei scandit","Machine Learning AI",1,34632,32389,0.986446975695925,2578,2133,0.827385570209465
"ion engineer bei scandit","Smart devices",1,24824,22368,0.977494209675305,2641,2126,0.804998106777736
"ion engineer bei scandit","Virtual Reality",1,4164,3966,0.979985174203113,453,372,0.821192052980132
"ion engineer bei swisscom","Cloud computing",1,68768,62518,0.988505020159696,4399,3672,0.834735167083428
"ion engineer en swisscom","Cloud computing",1,68768,62519,0.988520831686299,4399,3673,0.834962491475335
"ion for nuclear research)","Smart devices",1,24824,22369,0.977537910239042,2641,2127,0.805376751230594
"ion manager (italian speaking) bei oracle","Cloud computing",1,68768,62520,0.988536643212902,4399,3674,0.835189815867243
"ion process technology ag","Machine Learning AI",1,34632,32390,0.986477431930316,2578,2134,0.8277734678045
"ion, google cloud bei google emea","Cloud computing",1,68768,62521,0.988552454739505,4399,3675,0.83541714025915
"ion, google cloud en google emea","Cloud computing",1,68768,62522,0.988568266266108,4399,3676,0.835644464651057
"ion, trust and safety bei google emea","Machine Learning AI",1,34632,32391,0.986507888164707,2578,2135,0.828161365399535
"ion, trust and safety hos google emea","Machine Learning AI",1,34632,32392,0.986538344399098,2578,2136,0.828549262994569
"ional airline","Machine Learning AI",1,34632,32393,0.98656880063349,2578,2137,0.828937160589604
"ional airline","Smart devices",1,24824,22370,0.977581610802779,2641,2128,0.805755395683453
"ional biology in research beyond borders bei boehringer ingelheim","Machine Learning AI",1,34632,32394,0.986599256867881,2578,2138,0.829325058184639
"ional support for university alliances bei sap","Cloud computing",1,68768,62523,0.988584077792711,4399,3677,0.835871789042964
"ional(jti)","Smart devices",1,24824,22371,0.977625311366517,2641,2129,0.806134040136312
"ions  austriaswitzerlandireland bei microsoft","Cloud computing",1,68768,62524,0.988599889319314,4399,3678,0.836099113434872
"ions  austriaswitzerlandireland bei microsoft","Machine Learning AI",1,34632,32395,0.986629713102272,2578,2139,0.829712955779674
"ions  switzerland (german speaker) bei microsoft","Cloud computing",1,68768,62525,0.988615700845917,4399,3679,0.836326437826779
"ions  switzerland (german speaker) bei microsoft","Machine Learning AI",1,34632,32396,0.986660169336663,2578,2140,0.830100853374709
"ions a/s","Cloud computing",1,68768,62526,0.98863151237252,4399,3680,0.836553762218686
"ions and digital intern bei nestlé nordics","Machine Learning AI",1,34632,32397,0.986690625571054,2578,2141,0.830488750969744
"ions engineer (f/m/d) bei deutsche börse","Cloud computing",1,68768,62527,0.988647323899122,4399,3681,0.836781086610593
"ions healthtech start-up bei audibene gmbh","Smart devices",1,24824,22372,0.977669011930254,2641,2130,0.806512684589171
"ions healthtech start-up en audibene gmbh","Smart devices",1,24824,22373,0.977712712493991,2641,2131,0.80689132904203
"ions lead, google cloud hos google emea","Cloud computing",1,68768,62528,0.988663135425725,4399,3682,0.837008411002501
"ions manager (zurich) en beekeeper","Cloud computing",1,68768,62529,0.988678946952328,4399,3683,0.837235735394408
"ions reliability engineer (wmd)80  100 bei migros","Cloud computing",1,68768,62530,0.988694758478931,4399,3684,0.837463059786315
"ions) bei softwareone","Cloud computing",1,68768,62531,0.988710570005534,4399,3685,0.837690384178222
"ions, google cloud bei google emea","Cloud computing",1,68768,62532,0.988726381532137,4399,3686,0.83791770857013
"ionsdynamics 365 consultant (wmx) ch bei avanade","Smart devices",1,24824,22374,0.977756413057728,2641,2132,0.807269973494888
"ior institute of oncology research","Machine Learning AI",1,34632,32398,0.986721081805446,2578,2142,0.830876648564779
"iperdi ahr gmbh","Solar Power",1,7667,6155,0.979627566449149,744,616,0.827956989247312
"iperdi hl gmbh","Solar Power",1,7667,6156,0.979786726086264,744,617,0.829301075268817
"ips  individuelle personal service","Smart devices",1,24824,22375,0.977800113621466,2641,2133,0.807648617947747
"ips individuelle personal service ag","Smart devices",1,24824,22376,0.977843814185203,2641,2134,0.808027262400606
"ipso  ifa  die höhere fachschule der digitalen wirtschaft","Cloud computing",1,68768,62533,0.98874219305874,4399,3687,0.838145032962037
"ipt - innovation process technology ag","Machine Learning AI",1,34632,32399,0.986751538039837,2578,2143,0.831264546159814
"ipu","Cloud computing",1,68768,62534,0.988758004585343,4399,3688,0.838372357353944
"iq plus","Smart devices",1,24824,22377,0.97788751474894,2641,2135,0.808405906853465
"iqair","3d printing",1,2181,2049,0.972934472934473,335,278,0.829850746268657
"iqvia™","Machine Learning AI",1,34632,32400,0.986781994274228,2578,2144,0.831652443754849
"iron mountain","Machine Learning AI",1,34632,32401,0.986812450508619,2578,2145,0.832040341349884
"iron mountain  3.7","Cloud computing",1,68768,62535,0.988773816111946,4399,3689,0.838599681745851
"irpd ag","Machine Learning AI",1,34632,32402,0.98684290674301,2578,2146,0.832428238944919
"irwin","Machine Learning AI",1,34632,32403,0.986873362977401,2578,2147,0.832816136539953
"isagri sarl","Smart devices",1,24824,22378,0.977931215312678,2641,2136,0.808784551306323
"isg","Machine Learning AI",1,34632,32404,0.986903819211793,2578,2148,0.833204034134988
"isg personalmanagement","Machine Learning AI",1,34632,32405,0.986934275446184,2578,2149,0.833591931730023
"iso - organisation internationale de normalisation","Cloud computing",1,68768,62536,0.988789627638548,4399,3690,0.838827006137759
"isobar","Smart devices",1,24824,22379,0.977974915876415,2641,2137,0.809163195759182
"isolutions","Machine Learning AI",1,34632,32406,0.986964731680575,2578,2150,0.833979829325058
"isolutions ag","Machine Learning AI",1,34632,32407,0.986995187914966,2578,2151,0.834367726920093
"isotec gmbh","Smart devices",1,24824,22380,0.978018616440152,2641,2138,0.809541840212041
"isource ag","Cloud computing",1,68768,62537,0.988805439165151,4399,3691,0.839054330529666
"isovalent","Cloud computing",1,68768,62538,0.988821250691754,4399,3692,0.839281654921573
"iss","Smart devices",1,24824,22381,0.978062317003889,2641,2139,0.8099204846649
"iss facility services sa","Cloud computing",1,68768,62539,0.988837062218357,4399,3693,0.83950897931348
"iss schweiz","Smart devices",1,24824,22382,0.978106017567627,2641,2140,0.810299129117758
"iss schweiz ag","Smart devices",1,24824,22383,0.978149718131364,2641,2141,0.810677773570617
"it advanced consulting biel/bienne, be","Cloud computing",1,68768,62540,0.98885287374496,4399,3694,0.839736303705388
"it advanced consulting s.a.","Cloud computing",1,68768,62541,0.988868685271563,4399,3695,0.839963628097295
"it business analyst time & absence (mfx) hos hilti","Cloud computing",1,68768,62542,0.988884496798166,4399,3696,0.840190952489202
"it cloud architect (gn) microsoft azure bei softwareone","Cloud computing",1,68768,62543,0.988900308324769,4399,3697,0.840418276881109
"it recruitment company","Virtual Reality",1,4164,3967,0.98023227081789,453,373,0.823399558498896
"it services","Cloud computing",1,68768,62544,0.988916119851372,4399,3698,0.840645601273017
"it&amp;amp;#039;is foundation","Machine Learning AI",1,34632,32408,0.987025644149357,2578,2152,0.834755624515128
"it-s gmbh","Cloud computing",1,68768,62545,0.988931931377975,4399,3699,0.840872925664924
"it-tech personal","Smart devices",1,24824,22384,0.978193418695101,2641,2142,0.811056418023476
"itec services ag","Cloud computing",1,68768,62546,0.988947742904577,4399,3700,0.841100250056831
"itelligence","Smart devices",1,24824,22385,0.978237119258838,2641,2143,0.811435062476335
"iten-arnold elektro ag","Solar Power",1,7667,6157,0.979945885723381,744,618,0.830645161290323
"iterpro","Cloud computing",1,68768,62547,0.98896355443118,4399,3701,0.841327574448738
"itnetx (switzerland) ag","Cloud computing",1,68768,62548,0.988979365957783,4399,3702,0.841554898840646
"itpc group","Cloud computing",1,68768,62549,0.988995177484386,4399,3703,0.841782223232553
"itpersonalberatung dr. dienst & wenzel gmbh & co.kg","Cloud computing",1,68768,62550,0.989010989010989,4399,3704,0.84200954762446
"itseys","Cloud computing",1,68768,62551,0.989026800537592,4399,3705,0.842236872016367
"itu","Smart devices",1,24824,22386,0.978280819822576,2641,2144,0.811813706929194
"ive - switzerland en zscaler","Cloud computing",1,68768,62552,0.989042612064195,4399,3706,0.842464196408275
"ive architect bei icrc","Cloud computing",1,68768,62553,0.989058423590798,4399,3707,0.842691520800182
"ive bei frontify","Cloud computing",1,68768,62554,0.989074235117401,4399,3708,0.842918845192089
"iveco","Machine Learning AI",1,34632,32409,0.987056100383749,2578,2153,0.835143522110163
"ivy partners","Machine Learning AI",1,34632,32410,0.98708655661814,2578,2154,0.835531419705198
"iwb","Solar Power",1,7667,6158,0.980105045360497,744,619,0.831989247311828
"iwb integriertes wohnen","Solar Power",1,7667,6159,0.980264204997613,744,620,0.833333333333333
"ixion services sa","Cloud computing",1,68768,62555,0.989090046644003,4399,3709,0.843146169583996
"j safra sarasin","Cloud computing",1,68768,62556,0.989105858170606,4399,3710,0.843373493975904
"j safra sarasin","Machine Learning AI",1,34632,32411,0.987117012852531,2578,2155,0.835919317300233
"j. d. hirschy","Smart devices",1,24824,22387,0.978324520386313,2641,2145,0.812192351382052
"j. safra sarasin","Machine Learning AI",1,34632,32412,0.987147469086922,2578,2156,0.836307214895268
"jacando ag","Cloud computing",1,68768,62557,0.989121669697209,4399,3711,0.843600818367811
"jaeger lecoultre","Cloud computing",1,68768,62558,0.989137481223812,4399,3712,0.843828142759718
"jcw","Cloud computing",1,68768,62559,0.989153292750415,4399,3713,0.844055467151625
"jcw","Machine Learning AI",1,34632,32413,0.987177925321313,2578,2157,0.836695112490303
"jedox","Machine Learning AI",1,34632,32414,0.987208381555704,2578,2158,0.837083010085337
"jelmoli","Cloud computing",1,68768,62560,0.989169104277018,4399,3714,0.844282791543533
"jesus","Solar Power",1,7667,6160,0.980423364634729,744,621,0.834677419354839
"jet aviation ag 200 bewertungen genf, ge","Cloud computing",1,68768,62561,0.989184915803621,4399,3715,0.84451011593544
"jlg","Smart devices",1,24824,22388,0.97836822095005,2641,2146,0.812570995834911
"job & jobs","Smart devices",1,24824,22389,0.978411921513788,2641,2147,0.81294964028777
"job factory basel","Cloud computing",1,68768,62562,0.989200727330224,4399,3716,0.844737440327347
"job hunters","Smart devices",1,24824,22390,0.978455622077525,2641,2148,0.813328284740629
"job impuls ag 3 bewertungen zürich, zh","Smart devices",1,24824,22391,0.978499322641262,2641,2149,0.813706929193487
"job watch sa","3d printing",1,2181,2050,0.97340930674264,335,279,0.832835820895522
"jobinlive","Solar Power",1,7667,6161,0.980582524271845,744,622,0.836021505376344
"jobleads","Machine Learning AI",1,34632,32415,0.987238837790096,2578,2159,0.837470907680372
"jobs-ms.ch","Virtual Reality",1,4164,3968,0.980479367432666,453,374,0.82560706401766
"jobs.ch","Cloud computing",1,68768,62563,0.989216538856827,4399,3717,0.844964764719254
"jobs.ch","Machine Learning AI",1,34632,32416,0.987269294024487,2578,2160,0.837858805275407
"jobselect services sarl","Smart devices",1,24824,22392,0.978543023204999,2641,2150,0.814085573646346
"jobtalente gmbh","Solar Power",1,7667,6162,0.980741683908961,744,623,0.837365591397849
"jobtalente gmbh","Virtual Reality",1,4164,3969,0.980726464047443,453,375,0.827814569536424
"johnson & johnson","Virtual Reality",1,4164,3970,0.980973560662219,453,376,0.830022075055188
"johnson & johnson consumer health","Machine Learning AI",1,34632,32417,0.987299750258878,2578,2161,0.838246702870442
"johnson & johnson family of companies 5,408 bewertungen zug, zg","Machine Learning AI",1,34632,32418,0.987330206493269,2578,2162,0.838634600465477
"johnson electric international ag","Machine Learning AI",1,34632,32419,0.98736066272766,2578,2163,0.839022498060512
"joulia ag","Cloud computing",1,68768,62564,0.989232350383429,4399,3718,0.845192089111162
"jrmc & associes","Cloud computing",1,68768,62565,0.989248161910032,4399,3719,0.845419413503069
"jrmc & associes","Smart devices",1,24824,22393,0.978586723768737,2641,2151,0.814464218099205
"jt international ag dagmersellen","Smart devices",1,24824,22394,0.978630424332474,2641,2152,0.814842862552064
"jti","Smart devices",1,24824,22395,0.978674124896211,2641,2153,0.815221507004922
"jti  japan tobacco international","Smart devices",1,24824,22396,0.978717825459948,2641,2154,0.815600151457781
"jti (japan tobacco international)","Smart devices",1,24824,22397,0.978761526023686,2641,2155,0.81597879591064
"jti - japan tobacco international","Cloud computing",1,68768,62566,0.989263973436635,4399,3720,0.845646737894976
"jubilant foodworks(domino's)","Smart devices",1,24824,22398,0.978805226587423,2641,2156,0.816357440363499
"julius baer group","Smart devices",1,24824,22399,0.97884892715116,2641,2157,0.816736084816357
"jungwacht blauring schweiz","Cloud computing",1,68768,62567,0.989279784963238,4399,3721,0.845874062286883
"junior mechanical engineer  konstrukteur (zürich) en fotokite","3d printing",1,2181,2051,0.973884140550807,335,280,0.835820895522388
"junior sap basis engineer bei swisscom","Cloud computing",1,68768,62568,0.989295596489841,4399,3722,0.846101386678791
"just food for dogs","Smart devices",1,24824,22400,0.978892627714897,2641,2158,0.817114729269216
"justeat","Smart devices",1,24824,22401,0.978936328278635,2641,2159,0.817493373722075
"jysk","Smart devices",1,24824,22402,0.978980028842372,2641,2160,0.817872018174934
"k-recruiting gmbh","Cloud computing",1,68768,62569,0.989311408016444,4399,3723,0.846328711070698
"k. schweizer ag (burkhalter group)","Smart devices",1,24824,22403,0.979023729406109,2641,2161,0.818250662627793
"kaffee partner schweiz ag","Smart devices",1,24824,22404,0.979067429969847,2641,2162,0.818629307080651
"kanton bern","Solar Power",1,7667,6163,0.980900843546077,744,624,0.838709677419355
"kanton bern, schule fur gestaltung bern und biel","Cloud computing",1,68768,62570,0.989327219543047,4399,3724,0.846556035462605
"kanton bern, schule für gestaltung bern und biel","Cloud computing",1,68768,62571,0.98934303106965,4399,3725,0.846783359854512
"kanton glarus, abteilung kriminalpolizei","Cloud computing",1,68768,62572,0.989358842596253,4399,3726,0.84701068424642
"kanton glarus, abteilung kriminalpolizei","Smart devices",1,24824,22405,0.979111130533584,2641,2163,0.81900795153351
"kanton st. gallen","Smart devices",1,24824,22406,0.979154831097321,2641,2164,0.819386595986369
"kanton st.gallen","Smart devices",1,24824,22407,0.979198531661058,2641,2165,0.819765240439228
"kanton zurich, kantonsschule hohe promenade","Smart devices",1,24824,22408,0.979242232224796,2641,2166,0.820143884892086
"kantonale verwaltung zug","Smart devices",1,24824,22409,0.979285932788533,2641,2167,0.820522529344945
"kantonale verwaltung zug","Virtual Reality",1,4164,3971,0.981220657276995,453,377,0.832229580573951
"kantonale verwaltung zurich","Smart devices",1,24824,22410,0.97932963335227,2641,2168,0.820901173797804
"kantonspolizei zurich","Machine Learning AI",1,34632,32420,0.987391118962052,2578,2164,0.839410395655547
"kantonsschule freudenberg","Smart devices",1,24824,22411,0.979373333916008,2641,2169,0.821279818250663
"kantonsspital st. gallen","Cloud computing",1,68768,62573,0.989374654122856,4399,3727,0.847238008638327
"kantonsspital st. gallen kssg","Cloud computing",1,68768,62574,0.989390465649458,4399,3728,0.847465333030234
"kapanu ag 8006 zürich, zh vorübergehend im homeoffice","Machine Learning AI",1,34632,32421,0.987421575196443,2578,2165,0.839798293250582
"kaufmann personal gmbh","3d printing",1,2181,2052,0.974358974358974,335,281,0.838805970149254
"kayak zürich, zh","Machine Learning AI",1,34632,32422,0.987452031430834,2578,2166,0.840186190845617
"kayak.com","Machine Learning AI",1,34632,32423,0.987482487665225,2578,2167,0.840574088440652
"kaïnoo","Smart devices",1,24824,22412,0.979417034479745,2641,2170,0.821658462703521
"keen innovation","Machine Learning AI",1,34632,32424,0.987512943899616,2578,2168,0.840961986035687
"kelly","Cloud computing",1,68768,62575,0.989406277176061,4399,3729,0.847692657422141
"kelly","Solar Power",1,7667,6164,0.981060003183193,744,625,0.84005376344086
"kelly services","Virtual Reality",1,4164,3972,0.981467753891772,453,378,0.834437086092715
"kelly services (schweiz) ag","Machine Learning AI",1,34632,32425,0.987543400134007,2578,2169,0.841349883630721
"kelly services schweiz ag","Smart devices",1,24824,22413,0.979460735043482,2641,2171,0.82203710715638
"kelly services switzerland","Smart devices",1,24824,22414,0.979504435607219,2641,2172,0.822415751609239
"kernkraftwerk gosgendaniken ag","Cloud computing",1,68768,62576,0.989422088702664,4399,3730,0.847919981814049
"kernkraftwerk gosgendaniken ag","Smart devices",1,24824,22415,0.979548136170957,2641,2173,0.822794396062098
"kernkraftwerk gösgen-däniken ag","Cloud computing",1,68768,62577,0.989437900229267,4399,3731,0.848147306205956
"kernkraftwerk gösgen-däniken ag","Smart devices",1,24824,22416,0.979591836734694,2641,2174,0.823173040514956
"kesick","Machine Learning AI",1,34632,32426,0.987573856368399,2578,2170,0.841737781225756
"ketl","Machine Learning AI",1,34632,32427,0.98760431260279,2578,2171,0.842125678820791
"key flex services sa","Smart devices",1,24824,22417,0.979635537298431,2641,2175,0.823551684967815
"key people","Machine Learning AI",1,34632,32428,0.987634768837181,2578,2172,0.842513576415826
"key people limited","Cloud computing",1,68768,62578,0.98945371175587,4399,3732,0.848374630597863
"keyade","Smart devices",1,24824,22418,0.979679237862168,2641,2176,0.823930329420674
"keynet ag","Cloud computing",1,68768,62579,0.989469523282473,4399,3733,0.84860195498977
"keyon","Smart devices",1,24824,22419,0.979722938425906,2641,2177,0.824308973873533
"keyon ag","Smart devices",1,24824,22420,0.979766638989643,2641,2178,0.824687618326391
"kibag","Cloud computing",1,68768,62580,0.989485334809076,4399,3734,0.848829279381678
"kibag management ag","Cloud computing",1,68768,62581,0.989501146335679,4399,3735,0.849056603773585
"kidston people","Cloud computing",1,68768,62582,0.989516957862282,4399,3736,0.849283928165492
"kienbaum","Machine Learning AI",1,34632,32429,0.987665225071572,2578,2173,0.842901474010861
"kienbaum","Smart devices",1,24824,22421,0.97981033955338,2641,2179,0.82506626277925
"kienbaum consultants international gmbh","Smart devices",1,24824,22422,0.979854040117118,2641,2180,0.825444907232109
"kienbaum executive","Machine Learning AI",1,34632,32430,0.987695681305963,2578,2174,0.843289371605896
"kilchenmann","Cloud computing",1,68768,62583,0.989532769388884,4399,3737,0.849511252557399
"kinderspital zurich","Smart devices",1,24824,22423,0.979897740680855,2641,2181,0.825823551684968
"kinderspital zürich","Smart devices",1,24824,22424,0.979941441244592,2641,2182,0.826202196137827
"kindschi sohne ag","Smart devices",1,24824,22425,0.979985141808329,2641,2183,0.826580840590685
"kisslingzbinden ag","Smart devices",1,24824,22426,0.980028842372067,2641,2184,0.826959485043544
"kistler group","Machine Learning AI",1,34632,32431,0.987726137540355,2578,2175,0.843677269200931
"kite ag","Cloud computing",1,68768,62584,0.989548580915487,4399,3738,0.849738576949307
"kiti sarl","Machine Learning AI",1,34632,32432,0.987756593774746,2578,2176,0.844065166795966
"kiti sarl","Smart devices",1,24824,22427,0.980072542935804,2641,2185,0.827338129496403
"kjus","Smart devices",1,24824,22428,0.980116243499541,2641,2186,0.827716773949262
"kley consulting","Machine Learning AI",1,34632,32433,0.987787050009137,2578,2177,0.844453064391001
"klimag ag","Smart devices",1,24824,22429,0.980159944063278,2641,2187,0.82809541840212
"klinik st. anna","Smart devices",1,24824,22430,0.980203644627016,2641,2188,0.828474062854979
"kmls services gmbh","Smart devices",1,24824,22431,0.980247345190753,2641,2189,0.828852707307838
"kmn elektro - ingenieurbüro ag","Solar Power",1,7667,6165,0.981219162820309,744,626,0.841397849462366
"kmp management consulting","Smart devices",1,24824,22432,0.98029104575449,2641,2190,0.829231351760697
"kmu jobs ag","Cloud computing",1,68768,62585,0.98956439244209,4399,3739,0.849965901341214
"kmu jobs ag","Solar Power",1,7667,6166,0.981378322457425,744,627,0.842741935483871
"kmu personal ag","Solar Power",1,7667,6167,0.981537482094541,744,628,0.844086021505376
"knime","Cloud computing",1,68768,62586,0.989580203968693,4399,3740,0.850193225733121
"knowles electronics gmbh","Smart devices",1,24824,22433,0.980334746318227,2641,2191,0.829609996213555
"kohler & partner personalgewinnung & organisationsberatung ag","Smart devices",1,24824,22434,0.980378446881965,2641,2192,0.829988640666414
"koj-institut für gehörtherapie ag","Smart devices",1,24824,22435,0.980422147445702,2641,2193,0.830367285119273
"kolb ag","Solar Power",1,7667,6168,0.981696641731657,744,629,0.845430107526882
"komax group","Cloud computing",1,68768,62587,0.989596015495296,4399,3741,0.850420550125028
"komed health ag","Cloud computing",1,68768,62588,0.989611827021899,4399,3742,0.850647874516936
"komgo sa","Cloud computing",1,68768,62589,0.989627638548502,4399,3743,0.850875198908843
"kone as","Smart devices",1,24824,22436,0.980465848009439,2641,2194,0.830745929572132
"konen & lorenzen recruitment consultants","Cloud computing",1,68768,62590,0.989643450075105,4399,3744,0.85110252330075
"koordination schweiz gmbh","Smart devices",1,24824,22437,0.980509548573177,2641,2195,0.831124574024991
"kopa","Smart devices",1,24824,22438,0.980553249136914,2641,2196,0.831503218477849
"kopter group ag","3d printing",1,2181,2053,0.974833808167141,335,282,0.841791044776119
"kpmg 6,826 bewertungen zürich, zh","Machine Learning AI",1,34632,32434,0.987817506243528,2578,2178,0.844840961986036
"kpmg switzerland","Machine Learning AI",1,34632,32435,0.987847962477919,2578,2179,0.845228859581071
"kramer gmbh","Smart devices",1,24824,22439,0.980596949700651,2641,2197,0.831881862930708
"krashlando 8000 zürich, zh","Cloud computing",1,68768,62591,0.989659261601708,4399,3745,0.851329847692657
"krashlando talent","Cloud computing",1,68768,62592,0.98967507312831,4399,3746,0.851557172084565
"krauthammer lab","Machine Learning AI",1,34632,32436,0.98787841871231,2578,2180,0.845616757176106
"krauthammerlab","Machine Learning AI",1,34632,32437,0.987908874946702,2578,2181,0.84600465477114
"kreis 1 consulting gmbh","Cloud computing",1,68768,62593,0.989690884654913,4399,3747,0.851784496476472
"kreuzfahrtberater gmbh","Cloud computing",1,68768,62594,0.989706696181516,4399,3748,0.852011820868379
"krila consultancy","Cloud computing",1,68768,62595,0.989722507708119,4399,3749,0.852239145260286
"krila consultancy","Machine Learning AI",1,34632,32438,0.987939331181093,2578,2182,0.846392552366175
"kronos incorporated","Cloud computing",1,68768,62596,0.989738319234722,4399,3750,0.852466469652194
"kronos incorporated home office homeoffice","Cloud computing",1,68768,62597,0.989754130761325,4399,3751,0.852693794044101
"ksu atechnik ag","Smart devices",1,24824,22440,0.980640650264388,2641,2198,0.832260507383567
"kudelski sa cheseaux, vd","Cloud computing",1,68768,62598,0.989769942287928,4399,3752,0.852921118436008
"kuehne  nagel","Machine Learning AI",1,34632,32439,0.987969787415484,2578,2183,0.84678044996121
"kuehnenagel","Machine Learning AI",1,34632,32440,0.988000243649875,2578,2184,0.847168347556245
"kunz-solartech gmbh","Solar Power",1,7667,6169,0.981855801368773,744,630,0.846774193548387
"kurt schindler ag","Cloud computing",1,68768,62599,0.989785753814531,4399,3753,0.853148442827915
"kvalito consulting group basel, bs","Cloud computing",1,68768,62600,0.989801565341134,4399,3754,0.853375767219823
"käner personal","Solar Power",1,7667,6170,0.982014961005889,744,631,0.848118279569892
"käppeli logistik","Smart devices",1,24824,22441,0.980684350828126,2641,2199,0.832639151836426
"körber ag","Machine Learning AI",1,34632,32441,0.988030699884266,2578,2185,0.84755624515128
"körber ag","Virtual Reality",1,4164,3973,0.981714850506548,453,379,0.836644591611479
